chain,contract_reuse_count,runtime_group_count,contracts_in_group,cumulative_contracts,total_contracts,cumulative_contract_fraction,cumulative_runtime_groups,total_runtime_groups,cumulative_runtime_fraction
polygon,1413,1,1413,1039024,10988829,0.0945527498880909,626525,626702,0.9997175691157839
polygon,1485,1,1485,1040509,10988829,0.0946878871260987,626526,626702,0.9997191647704969
polygon,1500,1,1500,1042009,10988829,0.09482438938671263,626527,626702,0.9997207604252101
polygon,1522,1,1522,1043531,10988829,0.09496289368048225,626528,626702,0.9997223560799231
polygon,1527,1,1527,1045058,10988829,0.09510185298178724,626529,626702,0.9997239517346362
polygon,1530,1,1530,1046588,10988829,0.09524108528761345,626530,626702,0.9997255473893494
polygon,1542,1,1542,1048130,10988829,0.09538140961152458,626531,626702,0.9997271430440624
polygon,1545,1,1545,1049675,10988829,0.09552200693995694,626532,626702,0.9997287386987755
polygon,1548,1,1548,1051223,10988829,0.09566287727291052,626533,626702,0.9997303343534886
polygon,1565,1,1565,1052788,10988829,0.09580529463148439,626534,626702,0.9997319300082017
polygon,1570,1,1570,1054358,10988829,0.09594816699759365,626535,626702,0.9997335256629147
polygon,1575,1,1575,1055933,10988829,0.09609149437123828,626536,626702,0.9997351213176279
polygon,1579,1,1579,1057512,10988829,0.09623518575091122,626537,626702,0.9997367169723409
polygon,1588,1,1588,1059100,10988829,0.09637969614414785,626538,626702,0.999738312627054
polygon,1600,1,1600,1060700,10988829,0.09652529855546937,626539,626702,0.9997399082817671
polygon,1605,1,1605,1062305,10988829,0.09667135597432629,626540,626702,0.9997415039364802
polygon,1618,1,1618,1063923,10988829,0.0968185964127752,626541,626702,0.9997430995911932
polygon,1631,1,1631,1065554,10988829,0.09696701987081609,626542,626702,0.9997446952459064
polygon,1633,1,1633,1067187,10988829,0.09711562533187112,626543,626702,0.9997462909006194
polygon,1639,1,1639,1068826,10988829,0.09726477680196861,626544,626702,0.9997478865553325
polygon,1641,1,1641,1070467,10988829,0.09741411027508026,626545,626702,0.9997494822100456
polygon,1686,1,1686,1072153,10988829,0.09756753881601034,626546,626702,0.9997510778647587
polygon,1730,1,1730,1073883,10988829,0.09772497142325175,626547,626702,0.9997526735194717
polygon,1755,1,1755,1075638,10988829,0.09788467906817004,626548,626702,0.9997542691741849
polygon,1758,1,1758,1077396,10988829,0.09804465971760959,626549,626702,0.999755864828898
polygon,1760,1,1760,1079156,10988829,0.09820482237006327,626550,626702,0.999757460483611
polygon,1761,1,1761,1080917,10988829,0.09836507602402403,626551,626702,0.9997590561383242
polygon,1806,2,3612,1084529,10988829,0.0986937734675824,626553,626702,0.9997622474477503
polygon,1838,1,1838,1086367,10988829,0.098861034237588,626554,626702,0.9997638431024634
polygon,1850,1,1850,1088217,10988829,0.09902938702567854,626555,626702,0.9997654387571765
polygon,1855,1,1855,1090072,10988829,0.09919819482130443,626556,626702,0.9997670344118895
polygon,1861,1,1861,1091933,10988829,0.0993675486259728,626557,626702,0.9997686300666027
polygon,1870,1,1870,1093803,10988829,0.09953772144420484,626558,626702,0.9997702257213157
polygon,1877,1,1877,1095680,10988829,0.09970853127298641,626559,626702,0.9997718213760288
polygon,1894,1,1894,1097574,10988829,0.09988088812738828,626560,626702,0.9997734170307419
polygon,1903,1,1903,1099477,10988829,0.10005406399535383,626561,626702,0.999775012685455
polygon,1908,2,3816,1103293,10988829,0.10040132574635569,626563,626702,0.9997782039948812
polygon,1940,1,1940,1105233,10988829,0.10057786867008305,626564,626702,0.9997797996495942
polygon,1957,1,1957,1107190,10988829,0.1007559586194307,626565,626702,0.9997813953043073
polygon,1968,1,1968,1109158,10988829,0.10093504958535618,626566,626702,0.9997829909590203
polygon,2020,1,2020,1111178,10988829,0.10111887262964962,626567,626702,0.9997845866137335
polygon,2047,1,2047,1113225,10988829,0.10130515271463411,626568,626702,0.9997861822684466
polygon,2130,1,2130,1115355,10988829,0.1014989859247059,626569,626702,0.9997877779231596
polygon,2168,1,2168,1117523,10988829,0.10169627719204657,626570,626702,0.9997893735778728
polygon,2174,1,2174,1119697,10988829,0.1018941144684297,626571,626702,0.9997909692325858
polygon,2220,1,2220,1121917,10988829,0.10209613781413834,626572,626702,0.999792564887299
polygon,2317,1,2317,1124234,10988829,0.10230698830603334,626573,626702,0.999794160542012
polygon,2337,1,2337,1126571,10988829,0.10251965882806985,626574,626702,0.9997957561967251
polygon,2340,1,2340,1128911,10988829,0.1027326023546276,626575,626702,0.9997973518514381
polygon,2394,1,2394,1131305,10988829,0.10295045996256744,626576,626702,0.9997989475061513
polygon,2465,1,2465,1133770,10988829,0.10317477867750968,626577,626702,0.9998005431608643
polygon,2535,1,2535,1136305,10988829,0.10340546749794724,626578,626702,0.9998021388155774
polygon,2593,1,2593,1138898,10988829,0.1036414344057952,626579,626702,0.9998037344702905
polygon,2608,1,2608,1141506,10988829,0.10387876633624929,626580,626702,0.9998053301250036
polygon,2750,1,2750,1144256,10988829,0.10412902048070818,626581,626702,0.9998069257797166
polygon,2763,1,2763,1147019,10988829,0.10438045764475906,626582,626702,0.9998085214344298
polygon,2775,1,2775,1149794,10988829,0.10463298682689484,626583,626702,0.9998101170891428
polygon,2800,1,2800,1152594,10988829,0.10488779104670752,626584,626702,0.9998117127438559
polygon,2867,1,2867,1155461,10988829,0.1051486923674943,626585,626702,0.999813308398569
polygon,2880,1,2880,1158341,10988829,0.10541077670787306,626586,626702,0.9998149040532821
polygon,2887,1,2887,1161228,10988829,0.10567349805880136,626587,626702,0.9998164997079951
polygon,3071,1,3071,1164299,10988829,0.10595296368703162,626588,626702,0.9998180953627083
polygon,3167,1,3167,1167466,10988829,0.10624116545994118,626589,626702,0.9998196910174214
polygon,3170,2,6340,1173806,10988829,0.10681811501480276,626591,626702,0.9998228823268476
polygon,3188,1,3188,1176994,10988829,0.10710822781936091,626592,626702,0.9998244779815606
polygon,3222,1,3222,1180216,10988829,0.10740143467515965,626593,626702,0.9998260736362737
polygon,3223,1,3223,1183439,10988829,0.10769473253246548,626594,626702,0.9998276692909868
polygon,3230,1,3230,1186669,10988829,0.10798866740032081,626595,626702,0.9998292649456999
polygon,3280,1,3280,1189949,10988829,0.10828715234352997,626596,626702,0.9998308606004129
polygon,3283,1,3283,1193232,10988829,0.10858591029126033,626597,626702,0.9998324562551261
polygon,3289,1,3289,1196521,10988829,0.10888521424803316,626598,626702,0.9998340519098391
polygon,3429,1,3429,1199950,10988829,0.10919725841579662,626599,626702,0.9998356475645522
polygon,3496,1,3496,1203446,10988829,0.10951539968453418,626600,626702,0.9998372432192653
polygon,3599,1,3599,1207045,10988829,0.10984291410850056,626601,626702,0.9998388388739784
polygon,3608,1,3608,1210653,10988829,0.11017124754603061,626602,626702,0.9998404345286914
polygon,3673,1,3673,1214326,10988829,0.1105054960815206,626603,626702,0.9998420301834046
polygon,3684,1,3684,1218010,10988829,0.11084074563358844,626604,626702,0.9998436258381176
polygon,3750,1,3750,1221760,10988829,0.11118200128512329,626605,626702,0.9998452214928307
polygon,3840,1,3840,1225600,10988829,0.11153144707229497,626606,626702,0.9998468171475438
polygon,3864,1,3864,1229464,10988829,0.11188307689563647,626607,626702,0.9998484128022569
polygon,4080,1,4080,1233544,10988829,0.11225436304450638,626608,626702,0.99985000845697
polygon,4102,1,4102,1237646,10988829,0.11262765122653197,626609,626702,0.9998516041116831
polygon,4486,1,4486,1242132,10988829,0.11303588398727471,626610,626702,0.9998531997663962
polygon,4591,1,4591,1246723,10988829,0.11345367190626043,626611,626702,0.9998547954211092
polygon,4665,1,4665,1251388,10988829,0.11387819393676979,626612,626702,0.9998563910758224
polygon,4671,1,4671,1256059,10988829,0.1143032619763216,626613,626702,0.9998579867305354
polygon,5105,1,5105,1261164,10988829,0.11476782466994435,626614,626702,0.9998595823852485
polygon,5277,1,5277,1266441,10988829,0.1152480396227842,626615,626702,0.9998611780399616
polygon,5379,1,5379,1271820,10988829,0.11573753672934578,626616,626702,0.9998627736946747
polygon,5418,1,5418,1277238,10988829,0.11623058289468331,626617,626702,0.9998643693493877
polygon,5579,1,5579,1282817,10988829,0.11673828030266009,626618,626702,0.9998659650041009
polygon,5655,1,5655,1288472,10988829,0.11725289382517463,626619,626702,0.9998675606588139
polygon,5734,1,5734,1294206,10988829,0.11777469646674818,626620,626702,0.999869156313527
polygon,5748,1,5748,1299954,10988829,0.1182977731294208,626621,626702,0.99987075196824
polygon,6111,1,6111,1306065,10988829,0.11885388333916198,626622,626702,0.9998723476229532
polygon,6334,1,6334,1312399,10988829,0.1194302868849811,626623,626702,0.9998739432776662
polygon,6464,1,6464,1318863,10988829,0.1200185206267201,626624,626702,0.9998755389323793
polygon,6645,1,6645,1325508,10988829,0.12062322564123984,626625,626702,0.9998771345870924
polygon,6769,1,6769,1332277,10988829,0.12123921484263701,626626,626702,0.9998787302418055
polygon,6798,1,6798,1339075,10988829,0.12185784308773938,626627,626702,0.9998803258965187
polygon,6858,1,6858,1345933,10988829,0.1224819314232663,626628,626702,0.9998819215512317
polygon,6951,1,6951,1352884,10988829,0.12311448289895129,626629,626702,0.9998835172059448
polygon,6989,1,6989,1359873,10988829,0.12375049243190517,626630,626702,0.9998851128606578
polygon,7239,1,7239,1367112,10988829,0.12440925234162803,626631,626702,0.999886708515371
polygon,7348,1,7348,1374460,10988829,0.12507793141562218,626632,626702,0.999888304170084
polygon,7641,1,7641,1382101,10988829,0.12577327393118956,626633,626702,0.9998898998247971
polygon,7898,1,7898,1389999,10988829,0.1264920038340755,626634,626702,0.9998914954795102
polygon,7965,1,7965,1397964,10988829,0.1272168308379355,626635,626702,0.9998930911342233
polygon,8048,1,8048,1406012,10988829,0.12794921096688283,626636,626702,0.9998946867889363
polygon,8725,1,8725,1414737,10988829,0.12874319911612056,626637,626702,0.9998962824436495
polygon,8880,1,8880,1423617,10988829,0.12955129249895508,626638,626702,0.9998978780983625
polygon,8922,1,8922,1432539,10988829,0.13036320794508677,626639,626702,0.9998994737530756
polygon,9510,1,9510,1442049,10988829,0.13122863227737916,626640,626702,0.9999010694077887
polygon,9664,1,9664,1451713,10988829,0.1321080708417612,626641,626702,0.9999026650625018
polygon,10118,1,10118,1461831,10988829,0.13302882409035577,626642,626702,0.9999042607172148
polygon,10132,1,10132,1471963,10988829,0.13395085136004936,626643,626702,0.999905856371928
polygon,10200,1,10200,1482163,10988829,0.13487906673222416,626644,626702,0.999907452026641
polygon,10307,1,10307,1492470,10988829,0.13581701926565606,626645,626702,0.9999090476813541
polygon,11054,1,11054,1503524,10988829,0.1368229499248737,626646,626702,0.9999106433360673
polygon,11237,1,11237,1514761,10988829,0.13784553385988627,626647,626702,0.9999122389907803
polygon,12160,1,12160,1526921,10988829,0.1389521121859299,626648,626702,0.9999138346454934
polygon,12175,1,12175,1539096,10988829,0.1400600555345797,626649,626702,0.9999154303002065
polygon,12395,1,12395,1551491,10988829,0.14118801921478621,626650,626702,0.9999170259549196
polygon,13070,1,13070,1564561,10988829,0.142377408912269,626651,626702,0.9999186216096326
polygon,13552,1,13552,1578113,10988829,0.14361066133616238,626652,626702,0.9999202172643458
polygon,13565,1,13565,1591678,10988829,0.14484509677964777,626653,626702,0.9999218129190588
polygon,13900,1,13900,1605578,10988829,0.14611001772800358,626654,626702,0.9999234085737719
polygon,14540,1,14540,1620118,10988829,0.14743317964088803,626655,626702,0.999925004228485
polygon,15907,1,15907,1636025,10988829,0.1488807406139453,626656,626702,0.9999265998831981
polygon,16468,2,32936,1668961,10988829,0.15187796625099909,626658,626702,0.9999297911926243
polygon,17387,1,17387,1686348,10988829,0.1534602094545288,626659,626702,0.9999313868473373
polygon,18174,1,18174,1704522,10988829,0.15511407084412726,626660,626702,0.9999329825020504
polygon,18307,1,18307,1722829,10988829,0.15678003543416683,626661,626702,0.9999345781567635
polygon,20224,1,20224,1743053,10988829,0.158620449913271,626662,626702,0.9999361738114766
polygon,20480,1,20480,1763533,10988829,0.16048416077818664,626663,626702,0.9999377694661896
polygon,21555,1,21555,1785088,10988829,0.16244569826320893,626664,626702,0.9999393651209028
polygon,21736,1,21736,1806824,10988829,0.16442370702101197,626665,626702,0.9999409607756159
polygon,22604,1,22604,1829428,10988829,0.16648070508695695,626666,626702,0.9999425564303289
polygon,24773,1,24773,1854201,10988829,0.16873508542174967,626667,626702,0.9999441520850421
polygon,26450,1,26450,1880651,10988829,0.1711420752839088,626668,626702,0.9999457477397551
polygon,27812,1,27812,1908463,10988829,0.17367300919870535,626669,626702,0.9999473433944682
polygon,29185,1,29185,1937648,10988829,0.1763288881827172,626670,626702,0.9999489390491813
polygon,29545,1,29545,1967193,10988829,0.1790175277092764,626671,626702,0.9999505347038944
polygon,30049,1,30049,1997242,10988829,0.18175203199540188,626672,626702,0.9999521303586074
polygon,31168,1,31168,2028410,10988829,0.18458836696794537,626673,626702,0.9999537260133206
polygon,33141,1,33141,2061551,10988829,0.1876042479139497,626674,626702,0.9999553216680336
polygon,35653,1,35653,2097204,10988829,0.19084872464572886,626675,626702,0.9999569173227467
polygon,44783,1,44783,2141987,10988829,0.1949240451371115,626676,626702,0.9999585129774597
polygon,48288,1,48288,2190275,10988829,0.1993183259107954,626677,626702,0.9999601086321729
polygon,50000,1,50000,2240275,10988829,0.20386840126459335,626678,626702,0.9999617042868859
polygon,52800,1,52800,2293075,10988829,0.20867328083820397,626679,626702,0.999963299941599
polygon,54608,1,54608,2347683,10988829,0.21364269113660792,626680,626702,0.9999648955963121
polygon,59189,1,59189,2406872,10988829,0.21902897933892684,626681,626702,0.9999664912510252
polygon,60659,1,60659,2467531,10988829,0.22454903975664742,626682,626702,0.9999680869057382
polygon,61148,1,61148,2528679,10988829,0.23011359991132813,626683,626702,0.9999696825604514
polygon,65749,1,65749,2594428,10988829,0.23609685800006533,626684,626702,0.9999712782151645
polygon,66102,1,66102,2660530,10988829,0.24211223962080036,626685,626702,0.9999728738698775
polygon,81325,1,81325,2741855,10988829,0.2495129371837527,626686,626702,0.9999744695245907
polygon,104862,1,104862,2846717,10988829,0.25905553721875185,626687,626702,0.9999760651793037
polygon,107210,1,107210,2953927,10988829,0.26881180879236544,626688,626702,0.9999776608340168
polygon,108732,1,108732,3062659,10988829,0.27870658465974857,626689,626702,0.9999792564887299
polygon,120517,1,120517,3183176,10988829,0.2896738132880219,626690,626702,0.999980852143443
polygon,136062,1,136062,3319238,10988829,0.30205566034379094,626691,626702,0.999982447798156
polygon,141213,1,141213,3460451,10988829,0.3149062561625083,626692,626702,0.9999840434528692
polygon,158715,1,158715,3619166,10988829,0.3293495603580691,626693,626702,0.9999856391075822
polygon,160239,1,160239,3779405,10988829,0.34393155085041366,626694,626702,0.9999872347622953
polygon,209698,1,209698,3989103,10988829,0.363014384881228,626695,626702,0.9999888304170084
polygon,226107,1,226107,4215210,10988829,0.3835904626416518,626696,626702,0.9999904260717215
polygon,372700,1,372700,4587910,10988829,0.4175067243288616,626697,626702,0.9999920217264345
polygon,495788,1,495788,5083698,10988829,0.462624179519037,626698,626702,0.9999936173811477
polygon,721849,1,721849,5805547,10988829,0.5283135264003107,626699,626702,0.9999952130358607
polygon,940281,1,940281,6745828,10988829,0.6138805144752002,626700,626702,0.9999968086905738
polygon,1580440,1,1580440,8326268,10988829,0.7577029363183284,626701,626702,0.9999984043452869
